Source,Target,Weight,Type
43692d85b3d53e84c01cdfc4161ac87cc5d406ee,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
25fe72c1d4831a043205b906939b0cec9fbadcb2,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
508ff554196286350f55162c2bdce7b92d049ad3,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
53a453befb454f7f83bf179069c67878f960378e,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
b17c59d614f5ca3381d93c3c338630f80d5f1a00,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
3ef239c9a515f984e26ab1877e5c555e86af04ab,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
2651b6e7489c83b496cdb3c70c407432e7229dea,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
d17c929ca0c5a0b1290e091a6f7765bd6e2d14f5,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
be271761175a2caff2193e29fc25d1fcc24d0545,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
bc030e0eb5d5d3cc394d311a2ee7ce13f0a94593,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
01501d84aa9ae36d9c4babfc37c64a1cb19b9bc6,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
b9490ef62704053cb3403b834ab2d27b80adbeda,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
f26074533dcf28734479d59c5b5aef70d168f84a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
8fcb183d0eac964bfd657bbdb21fe21d7c5fbb8f,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
24f272b456bbd7ef481b54d56d45f4bc0ae966e2,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
fa5e3d22465c282deb88290ff41e136a0bce437f,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
507d5a8ad1b535547ed512357f5d06e23bc469bd,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
a58032a0b5dec3ea111ec4926f61bb2d0457e2d1,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
db5296052d5e09ff9fa33eeeed2f8102fd921248,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
2514fc117d030c64f3074c9e212a0f89bfcf0995,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
cffb5ec0628e29413cd7a3636d23be6abf9da787,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
5cfba6cc3b75fa8efae228595cc3401e72b8c131,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
85d8c2a8d8c143c5af19f5328153be25d12ce786,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
9973c9fe2120e179a4580aa76676a445239e4493,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
06cd6d3c7e24682509a9b990d6a1ad7583866088,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
5a047145d972af8a184cf2d5a2b1f9f1d050b4dc,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
82442536f4be128ad3435317ccfd7a8e1df5b0a2,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
c66ed8a8d21f52acedcf355149d5d1dbf1879143,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
53a31d9476741082dcae9e2436a2b1e8df68d26a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
ddcc8658eb449d4b25c957d12c1488a6d6c42697,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
2a886911cac84ed0d44572ab4f489396be173bc6,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
fabf352232f7fdde52e07f0cd8b4d5bac9375b3b,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
dac6dd1a7942ab580e662183fd33ff89c842964d,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
bfe7fa48106c7a5e1e49eaa236b5d51b892444e4,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
8106a815d8fd221d76d71e9a3907c18f6210ad10,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
3335e881a74ab406131dd3f170fa3ce2cb20e715,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
cf7adaf0ccaa8016251386314eb1b46c9c91ff47,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
75e624487efebc25ab05fea6c8f9ca5793c8bc21,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
999d1f0cf52d2bbb0e27195744d0f408c0318a7e,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
f6717fafe02810a84a6468efc4d5806cc323e167,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
79e16f31848efa5bb742654201d513383b1a547a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
452ba738160a4d94258f83c51a3dccfc4c596519,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
3c98b238aa50dd54eaa7a2804dca04e29a07e33f,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
8c67c6628eb7f04f885446ea9eb91448145f0c99,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
7f3e648db116e8869e1d6a0fa451ab561b9744cb,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
1409d8609457cd063c97877d345d0d31d37e467f,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
b0224af6a7dbfe01d56d283fe3a96ae23d6d3b2a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
c28e7af9ddcd6274f7d6e3492eeb54da03925af6,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
74ecdfa5e5f74b25740e4ad1e0e1f036db436e90,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
a5ede815caf5293b5035e15afdd3cedde6039664,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
17f87f8df3a325d30d3a3199384706ecdf521012,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
16e4b9ed26ca6247c5b91410fb411f40fd6f63b4,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
7d40b58816f86fbd733e71842ade73ea29c236b9,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
461e9b60f212d7e5134b7525dcab2ccc2e6d123a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
90a743b0e6905860b1bb2def769383c07abcfe75,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
8451224099497aa958275996864741fb0f9c2f02,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,5,Undirected
7b3bae3592c791c6b70b6199faac298141d87953,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
c4f483f17a4bf92c8ec6721bf242d50fbed3b1dc,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
fe4da9183706df894781c2172c1e5f208013f4f1,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
ebc17391b17d988f63899b9ba82ae0050d2642a3,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
1ef944d21661fa7d1f82e02dd3ee55d00c8392ef,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
01e5d236b5f72ce9a803c6ebad3350f7d81804e9,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
1998ea15cd9c977faa780848862caac47afc7abd,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
5523444d63b3157a9657585745a19e5c59be1278,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
9b54d387769faa1d835ba713634b497ba2fa0b4c,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
524ba2e553da8502fa961efa4f80df8c5dfd2c2a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
7927117d502d7476b6ae721513764aab1ab68452,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
a8c8e8802907c75a74858e9e0d9e532d38cc0dd2,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
759290e1a29d95fd60a909518386dcff87dc25d9,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
bf5b2d31db0718cb3035ddc7b519f22cc731d032,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
21834211e62a7d9db151f25807868d75f8297187,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
02153d4d98c0b3ba53259772ee3bd08445df9db4,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
1d396f28f70fb142fce482d9eb1713277f0cef61,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
56017e0ea3d99715290b45a7135469d2b07e1bcf,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
a294f6237ea75b7f0ea714b99548bfae58921be5,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
d37c5f2ffbf87641f1ddeeceb8e8da2afbfe005a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
1fa3e3ce576b1a921a72c26c60c6beaf13aa7044,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
2b464611108a53e9c17a083dd671fe7e9ed88942,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
6c53580e371837647614ee51d02a037dcc49b06a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
335b2753915fafc8e97d6bf131147194c71b91c4,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
bd6df1b490df606ec8809c03f920a73b960af034,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
bcd090e28272137be50ac8f137951750d7ce50ec,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
94aa1a90e047463790673b882dd6861dae4a2626,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
d8a19e01a2eef795d6cc6c4b8beb15a04624d12b,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
2de63af61787454610294e150cc36fb5bb1c80ba,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
ca51c6a1ec2c5476d78093e7871922c9eb9bbb41,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
7c0556d5fb6ca2f3bb2501085f8fd5fff00f31e9,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
e3525ce5415d48ef71bfa6319934ca9e7c2b425b,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
3c45ad29d7890634554fbb79a3b6e0113ecd08dc,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
0a80286b4735571dab026b78295f468859362a7b,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
485d0f26d3eb45b9bf6a85a3a401b2162a496f0c,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
714d0eabe9e1f3930ee311ed553bd41c1dd62c01,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
8b09a0a35c85fad7f62b15b2206a3a2c1d08258f,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
d7fcc9fe48eb2f726312436ddc640fbf89e2ac53,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
c5873853cb13157611ab7a7a45a16e166c67aec6,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
d6e30814aef327a88baadd019851079ebf97767b,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
1c27c1615aaf7c28bc18d731f5ac05d49948de82,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
1bb391c19d96a76a9e39ec796e1e9b23a6a36d8b,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
350075f82eb5a378e057cbb9bd1ebfafde1367f2,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
540c6de6c022843df9058fa5e653b9a30a9b059e,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
f5a4151eeebaeb7fb8b8e2a6d3021b9f157dd73f,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
f4af7eaf7f703d967066cb25dc96c65a609764d2,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
28ccf71eb75f16f0f46b0166e815c4e2a45259d9,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
3ea4b90c9ed0e9428cf5b4c3b46b8407d060f696,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
8a2b42b38bd8abfcf9893c72807d8a88073a0af2,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
06e18e326cb226354e6fb0b824e1f99b577fe97a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
0fa0f1b2b1381b86d517f9f793c1895eb8ec9b49,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
87e6e4bf12f3343da905a1c3f697d451b300c884,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
5dc10b91c4e2a99d6df621f6ab5284d661cc0971,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
b6d9c19fa1d7c635a164f665aceae40fe67be5b7,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
246d2d1303417f544bb8fdcd5fe2c79d8f593303,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
17376f52bc7b94638b8b3f0e271e92622dae4e22,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
5c3af00a20b81fb2979adb5ef618bffc6c2eb961,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
77e5c710a3ad20a115854e0100e01f8174d98a39,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
51c8af796ae6591cf1147141b31763ef1247d4e3,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
6e6907a7905933471928688466ae0d067728f63e,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
defae4e26d645b778d938250b88c81a9ca0d6963,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
83f8fcd2139fa70f311bc27050975344bd04c633,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
ddd4ec1282224f7cc07025ffc468f23926b89324,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
ad48461527e4cb8f8b7146da0b22e5039f230ef9,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
64d3cef222b593fe2214e83eca862c5f3ca68f79,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
462f30e6bbc917ac1ce8365fe59cadf2f3052476,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
9bf903d495d35f857a78886b72d8ce36f8931a9a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
d2380e7a6877f9c01331a490860313540930c9f5,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
f549a056d337a677462e245cf406ef42a6d2f2ca,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
c7d031e617efb4afb98db8c1b0ce05bf451e9193,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
3fc6201a0618ecd7a664ac6095ad641d92cf0911,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
6475d0d589b9061fa2e1d2ef168faaaf7f0b1e90,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
e454c08892308c627c226b126a322592d0c4d49a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
96129b98ec4809a770ce40a0c59acca018cc9b8c,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
31b4955c978c6e3588aceea7efe176566d8ced71,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
580d5f75e9e08e8c5318b789997e9eba4d34fd27,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
d596a1a5abed92eaa2079f0a4508fb0e22e25892,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
1c804c67bf85f260e31bad3de02baf73edae8b6f,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
547cdd9f99fc7daadfa8b2542ea246aea944d7f5,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
1bc135ecf44a30f281cc3689f481e7fadff9e16b,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
776a2404ec6a5a83eef13c6cbbe031a29ac9d3ef,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
d6f1053ae1b12d187bb19b0a9750ae53dde0cb2f,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
fef56adbc3f0713e9b20df3b258b7ebb78547dd7,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
6bdb761f08173075741ba6ed762f00ecfad95fa7,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
5c8271672464df0aa6507303d26eddb18db013c2,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
2d55c5aff3c55a43b8ce0af5cd779b760a706074,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
594d4ae51ffdcc23f9a7bd32cc3c02892029bb81,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
338ca5bcc2ab8784ae045dd6906b63832e1fc380,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
3a47ed40f6919fbe4fae36cbb0a50b578280de53,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
b6153c391882bcdd690e283205629fb66c013807,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
c0f8b209633b3b946af1821a9c68f834af62f866,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
cf4c0564e2361a39919e07ed3a3c8f4202c5f960,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
0df29badec3a471c2a40fd44bdbbc7f86102dc52,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
cc88a6d5ad7e09c987ff5140fc361d1c57d803d2,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
ecc0daaeec25505cacf437f690a5a703667164c3,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
8021d25a1e57eb94b425c16c662eb3ead7deb6b7,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
911dddc808787f019d0b4d476629047fa04b97fc,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
42aed090863790c524f2c24daf78546565fd1d0e,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
33bff8c5e80f857f6812dbd2cc5aae655248637e,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
d062fa24eb3a9e030b0162bcd4281aad53042d6a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
816e745a93703271f7ce0b6432cdfba394a51eb4,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
748a194080210affea1637d40586ddf33ec24800,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
9a6bf1a945b4c7a99b1c897468943b203939b853,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
6cc2ee73477a2a12355f7ae734502154e1cbeed2,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,2,Undirected
6b17da1f0537fce489126e2a5e6509adff557d22,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
17af650aca3d744a98fe159b92067105777e0574,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
b96dc0a9ce1743609fe1148f234c1842b0433044,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
eb8db2b3f5c37d2a3ec6dc9270d71facaf3bc24d,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
4208af41b062768ba902274041f9c5729ca817c2,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
99f2a2c7b51df9f2891ff20f5021aeffe76d0dbd,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
7843ae3c2aa8af51644d3f47024f28583c7757e1,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
b7f0a1d5d24d19d38bcade6a8a8f615ba87800a1,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
2b45259ee7239d91072ee20b35458cae7661d353,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
55e5f5361ddd2607047e9e70efcff52e16ac8ade,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
1f6323be13ef17fff9e6d17fce1132a32a036001,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
096e8a2ae9ad1d5605a5753950a92f55ab470b44,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
d71ed813fdbdba9ef3f13d8ca68a3a435cf3a6f8,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
79d7a94eff2184b4f227bff5e980b3e4f77e5c5b,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
661ba0ae981a302e7f8613c62d5eb9581f67eefa,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
e543afa5120789d30479bf8185d5bce88bad69dc,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
8ca29a50509e10cea5e285fc0710b797c270c208,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
130077e66a9b50a77ccb19a34dc0b89e31417331,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
59a289e97b5df5ca668dc182c17dc23251c20089,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
0ba5260ae808ac450c767f74d8280e087be46008,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
95fa140f99758c93d1674b5e0107c193a6f3a2eb,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
cff9350e8cca94bab42347476cd69332a8b70a41,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
1d88b13c43249c9b32232723aff903c5dd130730,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
43581f9a33e917fadb8798686cfac41298a1b043,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
fbd399a7947f70499c563313e2399f05d9f5077e,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
6a688de857a88b15679fb28ceaac7bdffe9b98e5,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
13daf3bf1c88e376036406f82011a3df40675641,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
be66fd764bb7210e34f7a1bb92953a44e07df8cd,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
f5fb6b0484340737ff44ef8396003ed806efb7bd,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
d01e2647bf55d9327c65243288f84b6a4ab20e41,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
a7de4598e2e033d52c0a12abbc4997f4f9f9072d,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
197d5e5b38b4c2f2d81f56d902e94623a366c9e5,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
e92f15aebfec575105605b6c7a3b13a55e21e581,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
a3515f40e81ef8d5ae6f100c700b66dfc0133200,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
01d0779ef1b5f2eaa0895677a97b2fd95864f57f,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
1660a0bfe59efccec1c7e65ee67806062eb7caa5,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
00cde280dd4d919b0fde64856547688c2b9a4e0c,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
5ebe4f6f2526c17d74fe92f86dab819e24472a2b,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
394cf1a445844fd9f7c0d9f44b11716df4e902d8,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
44e3e8bc42e09bdf68abd4f189414344ce57bb0d,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
bd130fea49a82a0e311e9ae109f8ac9e0c2978e4,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
8905247014789f64eebcfe25b0c429e29ac4c974,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
70d0d15ae5ae93d7d04296df02dcee0eb29dcafc,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
cdbf6b3f58c34ff0aa7d72f17b92908056f94a1a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
06f64100b76c2eab033477c61bf7c4058f57a28a,857c3f4a2ca8a7d5e6fb22e8ea4fbceec26b82a7,1,Undirected
